mem_no	last_name	first_name	gd	birth_dt	entr_dt	grade	sign_up_ch
12708	김	세현	M	1986-04-18	2011-03-25	BRONZE	05
14601	이	명주	F	1987-02-23	2011-06-16	BRONZE	02
14356	김	재진	M	1988-05-18	2011-09-03	BRONZE	01
13822	김	찬서	M	1988-12-31	2012-09-18	BRONZE	01
15417	박	도희	F	1989-09-22	2013-08-07	BRONZE	04
17705	정	동현	M	1990-06-18	2011-11-20	BRONZE	04
18219	서	다민	F	1992-06-05	2013-08-13	BRONZE	04
12550	김	이안	M	1992-07-18	2012-05-16	BRONZE	01
16915	임	나온	F	1993-07-26	2012-01-15	BRONZE	02
14460	이	혜준	F	1993-11-22	2012-07-29	BRONZE	06
14289	김	기준	M	1994-01-19	2011-06-13	BRONZE	02
17247	유	서형	M	1994-02-23	2013-04-09	BRONZE	01
13014	김	동훈	M	1994-03-30	2013-11-03	BRONZE	02
13865	김	석민	M	1994-07-13	2013-09-19	BRONZE	06
13851	김	미진	F	1994-08-17	2013-09-22	BRONZE	01
14039	김	연화	F	1995-07-30	2013-06-17	BRONZE	07
15855	정	혜연	F	1989-01-31	2011-10-02	VVIP	01
16048	최	지수	M	1987-02-24	2013-02-03	VIP	02
12784	김	연주	F	1973-05-12	2011-05-08	BRONZE	01
18840	노	성연	M	1983-01-30	2013-05-10	BRONZE	01
16776	윤	혁진	M	1985-08-19	2012-08-30	BRONZE	01
15365	이	상현	M	1987-04-03	2011-09-13	BRONZE	02
13006	김	윤채	F	1992-06-06	2011-01-14	BRONZE	02
13560	김	호윤	M	1993-07-27	2012-01-18	BRONZE	03
12602	김	가연	F	1994-01-20	2011-12-03	BRONZE	02
12748	김	리아	F	1995-08-30	2012-07-12	BRONZE	04
17701	주	아현	F	1973-06-12	2011-07-16	VIP	01
18239	차	단우	M	1993-07-28	2012-11-25	VIP	04
16031	최	영재	M	1994-01-21	2012-10-06	VIP	03
18841	전	보배	F	1970-08-01	2012-05-10	BRONZE	03
15811	박	태원	M	1985-08-20	2013-05-11	BRONZE	01
15389	이	윤	M	1987-02-25	2012-07-02	BRONZE	02
12912	김	이든	M	1987-05-03	2013-04-09	BRONZE	02
15197	이	소희	F	1989-02-28	2013-04-01	BRONZE	02
13709	김	이은	F	1992-06-07	2011-07-07	BRONZE	04
12475	김	서우	F	1995-09-30	2013-06-17	BRONZE	06
17920	홍	서정	F	1973-07-12	2012-05-30	VIP	01
16061	최	아준	M	1987-06-03	2012-04-05	VIP	03
17795	허	이준	M	1993-07-29	2012-07-29	VIP	05
17930	주	민기	M	1994-01-22	2013-06-12	VIP	04
15428	최	연지	F	1995-10-30	2011-12-19	VIP	02
12674	김	현성	M	1985-08-21	2013-12-25	BRONZE	01
17874	성	정민	F	1987-02-26	2013-11-07	BRONZE	02
13144	김	태건	M	1989-03-31	2013-01-23	BRONZE	02
15215	이	태양	M	1973-08-12	2013-09-07	BRONZE	01
13951	김	기훈	M	1985-08-22	2011-03-07	BRONZE	01
16557	유	선혜	F	1987-02-27	2012-08-30	BRONZE	02
14286	김	하엘	M	1987-07-03	2012-02-28	BRONZE	02
16999	전	초연	F	1989-04-30	2013-04-11	BRONZE	02
15356	박	은재	F	1993-07-30	2012-07-07	BRONZE	07
17359	심	도혜	F	1994-01-23	2011-08-26	BRONZE	07
13451	김	로하	F	1995-11-30	2013-10-28	BRONZE	02
15643	최	제이	F	1989-05-31	2012-11-18	VIP	01
18842	홍	루하	F	1991-10-11	2011-01-11	VIP	02
15269	이	정훈	M	1973-09-12	2011-10-27	BRONZE	01
14113	김	진후	M	1985-08-23	2012-01-11	BRONZE	01
17788	성	지혜	F	1987-02-28	2012-06-16	BRONZE	02
17235	임	담비	F	1987-08-03	2012-03-19	BRONZE	02
17262	임	미지	F	1992-06-08	2011-09-27	BRONZE	05
15523	이	동우	M	1993-07-31	2013-10-16	BRONZE	02
17006	유	시운	M	1994-01-24	2013-02-15	BRONZE	01
15074	이	아윤	F	1995-12-30	2012-05-05	BRONZE	02
15748	최	재아	F	1992-06-09	2013-03-09	VIP	01
16858	허	유영	F	1993-08-01	2012-09-20	VIP	02
16085	최	도헌	M	1996-01-30	2013-06-17	VIP	01
13536	김	태림	F	1973-10-12	2012-05-25	BRONZE	01
15783	박	민제	M	1974-06-08	2012-03-17	BRONZE	05
18843	정	의준	M	1975-01-09	2011-05-29	BRONZE	04
17883	고	지완	M	1981-03-17	2011-06-17	BRONZE	01
14282	김	주리	F	1985-08-26	2011-12-27	BRONZE	01
12652	김	혜인	F	1987-03-01	2012-08-10	BRONZE	02
17187	유	로건	M	1987-09-03	2012-01-18	BRONZE	02
12666	김	은우	F	1989-06-30	2011-05-06	BRONZE	02
12704	김	지후	F	1992-08-18	2012-03-22	BRONZE	05
17038	노	송하	F	1994-01-25	2012-03-15	BRONZE	03
16189	조	은송	F	1981-03-18	2011-08-06	VIP	02
18844	하	경빈	M	1987-02-19	2012-02-23	VIP	02
16187	최	유담	M	1987-03-02	2013-05-29	VIP	02
16135	조	서유	F	1993-08-02	2013-12-24	VIP	02
17827	곽	지민	M	1973-11-12	2012-07-26	BRONZE	03
17265	유	세연	M	1985-08-27	2012-03-16	BRONZE	01
16706	유	영인	F	1987-10-03	2012-05-06	BRONZE	02
14638	김	서형	M	1989-07-31	2013-03-07	BRONZE	05
14805	이	장우	M	1992-06-10	2013-06-21	BRONZE	02
13224	김	태오	M	1992-09-18	2012-09-30	BRONZE	01
15211	이	가영	F	1994-01-26	2011-10-14	BRONZE	06
14880	이	지우	F	1996-02-29	2012-02-22	BRONZE	05
17737	황	승준	M	1987-03-03	2012-05-23	VIP	02
14295	김	현웅	M	1973-12-12	2013-08-28	BRONZE	03
18248	문	영서	F	1981-03-19	2012-02-17	BRONZE	03
18845	곽	도운	M	1985-06-22	2012-01-15	BRONZE	03
16558	유	려은	F	1985-08-28	2011-06-09	BRONZE	03
17221	우	희지	F	1987-11-03	2011-10-03	BRONZE	02
15009	이	유빈	F	1989-08-31	2012-06-05	BRONZE	05
14548	김	민근	M	1992-06-11	2011-09-10	BRONZE	02
12402	김	소윤	F	1992-10-18	2011-12-05	BRONZE	05
15133	이	준호	M	1993-08-03	2012-01-29	BRONZE	02
13618	김	보빈	F	1994-01-27	2011-04-25	BRONZE	02
12353	김	시우	M	1996-03-30	2012-06-28	BRONZE	02
17663	홍	승우	M	1987-03-04	2013-01-01	VIP	02
17633	한	나현	F	1992-06-12	2011-03-24	VIP	01
15723	최	영서	F	1993-08-04	2013-10-14	VIP	03
17534	허	유	M	1994-01-28	2011-04-20	VIP	02
13038	김	하엘	F	1974-01-12	2013-03-31	BRONZE	03
14306	김	은미	F	1981-03-20	2013-08-13	BRONZE	04
18846	유	윤우	F	1983-05-22	2011-11-04	BRONZE	03
16386	윤	율희	F	1985-08-29	2011-12-26	BRONZE	03
15307	이	시완	M	1987-12-03	2011-10-18	BRONZE	02
14029	김	진석	M	1989-09-30	2011-05-10	BRONZE	01
13052	김	현석	M	1992-11-18	2013-10-16	BRONZE	02
13531	김	현	F	1996-04-30	2013-08-18	BRONZE	02
15473	최	혜진	F	1993-08-05	2013-03-08	VIP	05
15992	강	진주	F	1972-01-03	2012-05-08	BRONZE	03
17090	안	윤혜	F	1974-02-12	2013-11-22	BRONZE	03
15925	강	세진	F	1981-03-21	2013-05-25	BRONZE	05
15021	이	준우	M	1985-08-30	2011-11-23	BRONZE	03
14368	김	재아	M	1988-01-03	2012-06-11	BRONZE	02
14057	김	해찬	M	1989-10-31	2012-12-04	BRONZE	03
14739	이	유	F	1992-12-18	2013-11-11	BRONZE	02
16705	유	규나	F	1994-01-29	2011-03-21	BRONZE	02
12827	김	지호	F	1996-05-30	2011-11-19	BRONZE	02
15737	최	선유	F	1984-05-06	2013-02-02	VIP	03
15103	이	민규	M	1974-03-12	2013-10-21	BRONZE	03
14121	김	담이	F	1981-03-22	2013-05-27	BRONZE	07
15432	이	수민	M	1985-09-02	2012-10-22	BRONZE	03
16406	유	하현	F	1988-02-03	2013-05-24	BRONZE	01
13226	김	아율	F	1989-11-30	2013-11-17	BRONZE	07
15032	이	우진	M	1993-01-18	2012-06-19	BRONZE	06
16441	강	용현	M	1993-08-06	2011-06-30	BRONZE	01
12878	김	연호	M	1994-01-30	2012-07-27	BRONZE	01
13116	김	진서	M	1996-06-30	2012-05-29	BRONZE	02
16026	최	영진	M	1986-03-02	2011-01-18	VIP	03
16198	조	기쁨	F	1988-03-03	2012-11-26	VIP	03
16657	조	경환	M	1993-02-18	2012-10-04	VIP	03
15971	최	수빈	M	1993-08-07	2011-09-24	VIP	03
17324	유	인수	M	1974-04-12	2011-07-18	BRONZE	01
15306	이	서율	M	1976-04-20	2011-06-20	BRONZE	03
12638	김	혜린	F	1985-09-03	2011-04-14	BRONZE	03
13668	김	나혜	F	1989-12-31	2012-05-03	BRONZE	03
14204	김	서한	M	1992-06-13	2011-07-15	BRONZE	02
18847	고	혜미	F	1993-02-28	2011-05-31	BRONZE	01
14424	이	솔지	F	1994-01-31	2011-05-22	BRONZE	03
14628	이	조안	F	1996-07-30	2011-03-07	BRONZE	02
17218	차	자은	F	1988-04-03	2011-05-24	VIP	03
15983	최	해성	M	1993-08-08	2012-10-10	VIP	04
16678	조	제이	M	1994-02-01	2013-04-07	VIP	05
18848	성	지유	M	1970-04-23	2012-05-06	BRONZE	01
12577	김	유정	F	1974-05-12	2013-05-02	BRONZE	01
16448	강	승수	M	1976-04-21	2012-10-07	BRONZE	03
13940	김	다애	F	1985-09-04	2013-05-06	BRONZE	03
16399	유	시호	F	1986-03-03	2011-09-15	BRONZE	03
13358	김	진희	F	1990-01-31	2011-06-29	BRONZE	05
13232	김	별하	F	1992-06-14	2012-08-17	BRONZE	03
12637	김	예주	F	1993-03-18	2012-09-05	BRONZE	02
16986	서	솔지	F	1996-08-30	2013-08-31	BRONZE	04
18849	차	리우	M	1983-01-31	2013-07-18	VIP	03
13911	김	강희	M	1974-06-12	2011-12-24	BRONZE	06
18085	양	온유	M	1976-04-22	2012-04-03	BRONZE	03
14412	김	도혁	M	1985-09-05	2011-05-29	BRONZE	03
14231	김	솔빈	F	1986-03-04	2011-06-25	BRONZE	03
17252	유	현율	M	1988-05-03	2012-08-05	BRONZE	01
12895	김	은혜	F	1990-02-28	2011-03-16	BRONZE	01
13477	김	지수	M	1992-06-15	2013-04-03	BRONZE	04
17616	임	지후	M	1993-04-18	2012-01-26	BRONZE	04
15705	이	원우	M	1993-08-09	2013-04-18	BRONZE	06
16429	유	희영	F	1994-02-02	2012-09-19	BRONZE	07
17405	권	재린	F	1996-09-30	2011-02-18	BRONZE	06
18850	주	준용	M	1976-05-23	2012-09-30	VIP	03
14923	이	예원	F	1974-07-12	2012-05-08	BRONZE	04
13627	김	윤혁	M	1976-04-23	2013-04-19	BRONZE	03
15327	박	서인	F	1985-09-06	2011-07-30	BRONZE	03
12922	김	아름	F	1986-03-05	2011-06-21	BRONZE	03
15769	박	서현	M	1988-06-03	2013-12-22	BRONZE	02
13060	김	혜리	F	1990-03-31	2011-04-28	BRONZE	04
13085	김	신우	M	1992-06-16	2011-02-14	BRONZE	05
16380	윤	로은	F	1993-05-18	2013-02-07	BRONZE	02
14117	김	효민	M	1993-08-10	2012-08-14	BRONZE	02
15255	이	민서	M	1994-02-03	2012-03-04	BRONZE	03
15483	이	산	M	1996-10-30	2013-12-15	BRONZE	03
17408	황	효담	F	1988-07-03	2013-01-22	VIP	03
16872	허	우진	F	1993-06-18	2012-09-24	VIP	02
18851	우	대한	M	1970-02-23	2011-06-14	BRONZE	03
13018	김	라엘	F	1974-08-12	2012-03-30	BRONZE	02
14045	김	찬솔	M	1976-04-24	2012-11-25	BRONZE	01
16395	유	예율	F	1985-09-09	2012-04-20	BRONZE	03
16582	유	서주	F	1986-03-06	2013-08-02	BRONZE	03
17250	임	예닮	F	1990-04-30	2011-09-29	BRONZE	03
16412	유	강희	F	1992-06-17	2013-05-20	BRONZE	06
16352	윤	가령	F	1993-08-11	2012-11-09	BRONZE	02
14639	김	솔민	M	1994-02-04	2013-09-26	BRONZE	06
14747	이	효빈	M	1996-11-30	2013-03-19	BRONZE	05
17742	송	시온	M	1976-04-25	2011-01-02	BRONZE	01
17105	배	미선	F	1982-10-06	2013-03-11	BRONZE	03
15090	이	채아	F	1985-09-10	2012-05-04	BRONZE	03
17812	노	지한	M	1986-03-07	2011-02-12	BRONZE	03
18065	신	현승	M	1988-08-03	2011-08-23	BRONZE	02
12798	김	세준	M	1990-05-31	2012-06-21	BRONZE	07
13859	김	승혜	F	1993-07-18	2011-04-11	BRONZE	02
16249	윤	사라	F	1993-08-12	2013-05-31	BRONZE	02
12968	김	라윤	F	1994-02-05	2013-08-10	BRONZE	02
16261	정	연재	M	1996-12-30	2012-12-15	BRONZE	07
16163	조	유희	F	1986-03-08	2012-03-04	VIP	03
17462	허	희건	M	1994-02-06	2013-03-07	VIP	02
17972	오	나율	F	1976-04-26	2013-04-28	BRONZE	01
16438	강	민형	M	1982-10-07	2013-07-25	BRONZE	03
14561	김	현찬	M	1985-09-11	2011-04-09	BRONZE	03
12814	김	슬아	F	1988-09-03	2012-11-18	BRONZE	02
13265	김	현욱	M	1990-06-30	2011-05-18	BRONZE	07
17440	노	초윤	F	1993-08-13	2013-04-06	BRONZE	02
13884	김	현영	F	1993-08-18	2012-05-01	BRONZE	05
18032	곽	하민	F	1997-01-30	2013-10-15	BRONZE	02
16359	정	주언	M	1990-07-31	2011-04-19	VVIP	01
17970	한	가인	F	1986-03-09	2012-08-19	VIP	03
16052	조	이레	F	1988-10-03	2011-02-23	VIP	03
16121	최	성욱	M	1993-09-18	2013-11-02	VIP	02
17048	유	형석	M	1976-04-27	2011-05-27	BRONZE	01
15800	박	한율	M	1982-10-08	2012-10-21	BRONZE	03
13577	김	미주	F	1985-09-12	2013-05-23	BRONZE	03
18852	여	한서	M	1990-10-11	2011-12-07	BRONZE	02
13187	김	아정	F	1992-06-18	2013-06-06	BRONZE	02
16462	강	상진	M	1993-08-14	2012-05-11	BRONZE	02
13270	김	서경	F	1994-02-07	2013-06-30	BRONZE	02
12976	김	유진	M	1997-02-28	2011-09-02	BRONZE	06
16242	최	희재	M	1976-04-28	2013-11-22	VIP	01
17431	허	동해	M	1993-08-15	2011-07-04	VIP	02
18853	조	윤제	M	1994-01-30	2013-12-13	VIP	02
13341	김	혜정	F	1982-10-11	2013-07-30	BRONZE	03
15793	정	이나	F	1985-09-13	2013-07-03	BRONZE	03
13623	김	효인	F	1986-03-10	2013-12-03	BRONZE	03
14895	이	지유	F	1988-11-03	2011-02-22	BRONZE	02
15419	이	찬희	M	1990-08-31	2011-09-23	BRONZE	01
17714	장	가연	F	1992-06-19	2011-02-28	BRONZE	03
15525	이	주한	M	1993-10-18	2013-10-13	BRONZE	06
18077	유	정후	M	1994-02-08	2013-06-15	BRONZE	02
14676	이	유니	F	1997-03-30	2013-10-28	BRONZE	02
16230	조	설희	F	1986-03-11	2013-10-05	VIP	03
16162	최	도균	M	1993-08-16	2012-07-13	VIP	02
18854	윤	인준	M	1970-01-26	2011-08-04	BRONZE	03
14711	이	하유	F	1976-04-29	2013-12-09	BRONZE	01
15152	이	태현	M	1982-10-12	2012-08-17	BRONZE	03
13079	김	다예	F	1985-09-16	2011-01-19	BRONZE	03
14737	이	상희	F	1988-12-03	2011-10-30	BRONZE	02
13235	김	하성	M	1989-04-22	2011-07-01	BRONZE	02
17664	유	아영	F	1990-09-30	2012-02-16	BRONZE	02
16923	윤	규연	M	1992-06-20	2011-03-28	BRONZE	04
14958	이	민지	F	1994-02-09	2013-01-21	BRONZE	03
16916	윤	다빈	M	1997-04-30	2013-01-09	BRONZE	06
15809	정	희수	F	1985-09-17	2013-09-19	VVIP	03
12540	김	정민	M	1976-04-30	2011-12-04	BRONZE	01
18855	장	지욱	M	1977-02-15	2011-03-17	BRONZE	01
12584	김	하진	M	1982-10-13	2011-12-21	BRONZE	03
14206	김	채운	M	1986-03-12	2011-08-11	BRONZE	03
17320	유	병현	M	1989-01-03	2012-03-21	BRONZE	01
17144	여	승지	F	1989-04-23	2012-01-14	BRONZE	02
16256	윤	예음	F	1990-10-31	2011-01-03	BRONZE	02
15254	이	수인	F	1992-06-21	2011-03-18	BRONZE	05
12562	김	윤재	M	1993-08-17	2013-10-22	BRONZE	02
13784	김	민교	F	1994-02-10	2012-01-11	BRONZE	02
16584	유	나리	F	1997-01-30	2013-09-17	BRONZE	02
15938	최	영훈	M	1994-02-11	2011-05-12	VIP	03
17223	여	경진	F	1976-05-01	2013-12-17	BRONZE	01
17680	남	보민	F	1982-10-14	2013-05-14	BRONZE	03
15000	이	지호	M	1985-09-18	2012-07-22	BRONZE	03
13988	김	정희	F	1986-03-13	2011-10-12	BRONZE	03
13136	김	해솔	F	1989-02-03	2012-10-30	BRONZE	02
14457	이	소린	F	1989-04-24	2012-08-29	BRONZE	01
15148	이	정원	F	1990-11-30	2012-04-10	BRONZE	02
18856	문	아은	F	1991-06-03	2012-01-20	BRONZE	02
15236	이	지혜	F	1992-06-22	2013-05-15	BRONZE	07
13736	김	선준	M	1993-08-18	2013-11-23	BRONZE	06
14440	이	다슬	F	1997-02-28	2012-04-22	BRONZE	02
16105	조	채령	F	1986-03-14	2011-02-16	VIP	03
13118	김	희진	F	1976-05-02	2012-09-03	BRONZE	01
14216	김	정안	F	1982-10-15	2013-07-11	BRONZE	03
15241	이	강민	M	1985-09-19	2012-11-18	BRONZE	03
13846	김	소빈	F	1989-03-03	2012-12-29	BRONZE	02
15393	이	성훈	M	1989-04-25	2013-07-01	BRONZE	02
17749	전	소희	F	1990-12-31	2012-05-17	BRONZE	02
13167	김	인성	M	1993-08-19	2012-12-11	BRONZE	07
16992	권	현선	F	1994-02-12	2013-12-08	BRONZE	05
15060	이	지수	F	1997-03-30	2012-07-11	BRONZE	02
17414	허	영환	M	1976-04-19	2011-07-21	VIP	03
15763	최	하리	F	1986-03-15	2012-05-18	VIP	03
17213	하	하솔	F	1994-02-13	2011-02-14	VIP	06
14776	이	대연	M	1976-05-03	2012-04-15	BRONZE	01
15208	이	율	M	1982-10-18	2013-09-29	BRONZE	01
17990	전	율	F	1985-09-20	2013-09-17	BRONZE	03
17819	권	다솜	F	1989-04-03	2013-10-17	BRONZE	01
14682	이	여경	F	1989-04-26	2011-10-05	BRONZE	01
14696	이	가린	F	1993-08-20	2013-12-21	BRONZE	01
17248	유	솔민	M	1997-04-30	2011-08-02	BRONZE	02
16153	조	민설	F	1997-01-30	2012-07-27	VIP	02
13790	김	예율	F	1976-05-04	2012-07-24	BRONZE	01
14716	이	이룸	F	1976-05-19	2012-06-23	BRONZE	03
13890	김	채안	F	1982-10-19	2011-08-18	BRONZE	01
13610	김	영주	F	1985-09-23	2012-08-14	BRONZE	03
14211	김	리윤	F	1986-03-16	2012-09-10	BRONZE	03
18857	양	다엘	F	1988-04-14	2013-12-23	BRONZE	02
13139	김	요한	M	1989-04-27	2011-04-02	BRONZE	02
17330	유	리온	M	1989-05-03	2013-05-30	BRONZE	01
12615	김	성빈	M	1992-06-23	2011-03-17	BRONZE	02
16792	윤	채운	M	1993-08-21	2011-07-29	BRONZE	02
13012	김	하온	F	1994-02-14	2011-03-25	BRONZE	02
15621	최	지예	F	1992-06-24	2011-07-12	VIP	01
15958	최	재형	M	1993-08-22	2012-08-16	VIP	03
12940	김	정은	F	1976-05-05	2011-07-18	BRONZE	01
16571	유	혜미	F	1976-06-19	2013-02-10	BRONZE	01
13963	김	정인	M	1982-10-20	2011-08-18	BRONZE	01
14348	김	주훈	M	1985-09-24	2011-07-03	BRONZE	03
13351	김	지석	M	1986-03-17	2013-02-12	BRONZE	03
13481	김	아민	F	1989-04-28	2011-07-20	BRONZE	02
18858	손	서주	F	1989-05-16	2011-12-14	BRONZE	02
13453	김	주헌	M	1989-06-03	2011-06-28	BRONZE	01
17204	노	벼리	F	1994-02-15	2012-12-28	BRONZE	02
14885	이	중현	M	1997-02-28	2012-08-24	BRONZE	01
15750	최	민희	F	1992-06-25	2011-11-12	VIP	04
14924	이	용빈	M	1976-05-06	2013-07-23	BRONZE	01
12709	김	시온	F	1976-07-19	2013-09-09	BRONZE	01
16729	유	한슬	F	1982-10-21	2011-05-12	BRONZE	01
14544	이	인하	F	1985-09-25	2011-05-31	BRONZE	03
17140	유	유근	M	1986-03-18	2013-12-03	BRONZE	03
18859	임	현중	M	1987-05-25	2011-05-29	BRONZE	02
14383	김	희우	F	1989-04-29	2011-04-24	BRONZE	02
14179	김	효서	F	1989-07-03	2011-05-16	BRONZE	02
12394	김	유준	M	1993-08-23	2012-01-19	BRONZE	07
14840	이	설린	F	1994-02-16	2012-11-15	BRONZE	02
16282	윤	태영	F	1997-03-30	2012-07-04	BRONZE	02
16526	조	원빈	M	1985-09-26	2012-01-16	VIP	03
16159	최	결	M	1989-08-03	2011-02-08	VIP	03
16752	허	소리	F	1992-06-26	2013-04-17	VIP	06
18860	배	민소	F	1976-04-16	2011-11-27	BRONZE	03
14180	김	진하	F	1976-05-07	2013-04-01	BRONZE	01
14212	김	다민	M	1976-08-19	2012-03-20	BRONZE	03
14360	김	원영	M	1982-10-22	2013-05-01	BRONZE	01
14640	김	현율	M	1986-03-19	2013-02-18	BRONZE	03
15139	이	수진	F	1989-04-30	2012-03-07	BRONZE	02
17877	송	현수	M	1993-08-24	2013-02-25	BRONZE	02
17179	고	세율	F	1994-02-17	2013-09-25	BRONZE	03
17976	권	혜민	F	1997-04-30	2011-08-17	BRONZE	02
15880	최	준하	M	1982-10-25	2011-06-25	VIP	01
18861	한	형진	M	1983-06-15	2013-02-27	VIP	01
16570	조	인서	M	1989-09-03	2013-07-08	VIP	03
16108	최	지헌	M	1992-06-27	2011-03-09	VIP	02
15547	최	제인	F	1993-08-25	2013-11-10	VIP	02
14077	김	유린	F	1976-05-08	2011-08-09	BRONZE	01
15933	강	예영	F	1976-09-19	2011-09-11	BRONZE	03
12815	김	해인	F	1983-04-01	2011-07-25	BRONZE	03
13841	김	연경	F	1985-09-27	2011-09-06	BRONZE	03
13587	김	은송	F	1986-03-20	2011-04-21	BRONZE	03
13426	김	희정	F	1989-05-01	2013-05-22	BRONZE	01
18236	전	해솔	F	1997-01-30	2011-02-11	BRONZE	02
16961	조	현수	F	1982-10-26	2011-12-31	VIP	01
15862	최	건후	M	1983-03-24	2013-10-03	VIP	01
16866	허	은미	F	1985-09-30	2011-01-08	VIP	01
13524	김	지헌	M	1976-05-09	2013-08-17	BRONZE	01
13985	김	동희	M	1976-10-19	2012-08-31	BRONZE	03
13157	김	보영	F	1986-03-21	2011-09-12	BRONZE	03
17588	임	현후	M	1989-05-02	2012-09-10	BRONZE	02
17085	권	유비	F	1989-10-03	2013-01-17	BRONZE	01
17850	임	은성	M	1995-02-01	2011-02-07	BRONZE	02
18133	장	나린	F	1997-02-28	2013-09-15	BRONZE	02
17935	여	경민	M	1976-05-10	2013-05-26	BRONZE	01
12910	김	현진	F	1976-11-19	2013-02-07	BRONZE	03
15440	이	태호	M	1982-10-27	2013-01-12	BRONZE	01
13617	김	다나	F	1983-03-25	2013-02-22	BRONZE	01
13758	김	리우	M	1985-10-01	2011-02-17	BRONZE	01
16978	유	진하	M	1986-03-22	2011-10-18	BRONZE	03
13489	김	아준	M	1989-05-03	2011-12-11	BRONZE	02
16836	윤	태후	M	1989-11-03	2012-07-20	BRONZE	06
13474	김	다니엘	M	1995-02-02	2013-10-24	BRONZE	02
15532	이	이든	M	1997-03-30	2011-03-08	BRONZE	02
15556	최	현정	F	1976-12-19	2012-07-21	VIP	03
18862	조	나리	F	1994-06-07	2013-12-18	VIP	02
17219	유	찬형	M	1976-05-11	2013-09-04	BRONZE	03
14125	김	혜성	F	1982-10-28	2011-06-17	BRONZE	01
14607	이	성경	F	1983-03-26	2013-11-23	BRONZE	01
13742	김	나림	F	1985-10-02	2012-06-07	BRONZE	01
15180	이	윤성	M	1986-03-23	2011-08-20	BRONZE	03
17126	유	영후	M	1989-05-04	2011-03-06	BRONZE	01
13208	김	희준	M	1989-12-03	2013-10-23	BRONZE	01
17286	유	서찬	M	1992-06-28	2013-09-21	BRONZE	06
14312	김	규연	M	1995-02-03	2012-02-21	BRONZE	02
17176	유	찬웅	M	1997-04-30	2012-05-31	BRONZE	07
16013	최	한준	M	1986-03-24	2013-05-29	VIP	03
13654	김	창현	M	1974-07-08	2013-06-05	BRONZE	03
17926	성	주안	M	1976-05-12	2011-04-27	BRONZE	03
17934	손	지온	F	1977-01-19	2012-05-15	BRONZE	01
13093	김	동혁	M	1982-10-29	2013-04-29	BRONZE	01
14078	김	정준	M	1983-03-27	2011-07-12	BRONZE	01
15314	이	태훈	M	1985-10-03	2013-12-25	BRONZE	01
18863	백	나엘	F	1985-12-31	2012-06-06	BRONZE	01
17025	백	현민	F	1989-05-05	2013-06-28	BRONZE	02
15805	박	하온	M	1990-01-03	2013-01-05	BRONZE	05
15130	이	소현	F	1992-03-26	2011-03-04	BRONZE	02
18110	남	서후	M	1992-06-29	2012-11-29	BRONZE	02
18015	임	승빈	M	1995-02-04	2012-05-07	BRONZE	02
18092	조	현	M	1976-05-13	2011-07-30	VIP	03
16642	조	영서	M	1977-02-19	2012-01-19	VIP	01
17354	허	인후	M	1986-03-25	2013-08-06	VIP	03
18179	조	해나	F	1992-06-30	2013-08-06	VIP	02
14546	이	자윤	F	1982-11-01	2012-08-26	BRONZE	01
14765	이	채정	F	1983-03-28	2011-02-13	BRONZE	01
12644	김	다희	F	1985-10-04	2013-03-14	BRONZE	01
18864	오	희원	M	1988-08-31	2011-03-07	BRONZE	02
16656	유	진솔	F	1989-05-06	2012-08-13	BRONZE	02
17321	송	혜담	F	1990-02-03	2011-01-18	BRONZE	07
14964	이	수민	F	1992-03-27	2011-01-29	BRONZE	02
12569	김	예찬	M	1995-02-05	2011-03-23	BRONZE	02
16601	조	동근	M	1992-07-01	2012-07-06	VIP	04
17925	고	해인	F	1976-05-14	2013-06-23	BRONZE	03
14081	김	어진	F	1977-03-19	2012-01-10	BRONZE	01
13135	김	혜성	M	1982-11-02	2011-11-02	BRONZE	01
18064	서	범준	M	1983-03-29	2011-05-30	BRONZE	01
17540	장	하율	F	1985-10-07	2012-03-14	BRONZE	01
13308	김	지윤	M	1986-03-26	2011-04-30	BRONZE	03
13515	김	주혜	F	1989-05-07	2013-10-09	BRONZE	02
18865	서	규진	M	1990-02-28	2011-08-29	BRONZE	02
13389	김	인영	F	1990-03-03	2012-03-06	BRONZE	02
13693	김	서후	F	1992-03-30	2012-08-15	BRONZE	02
14176	김	미경	F	1995-02-06	2011-02-22	BRONZE	03
18866	허	정희	F	1975-06-28	2012-04-17	VIP	01
13516	김	재범	M	1976-05-15	2012-11-29	BRONZE	03
15189	이	예슬	F	1977-04-19	2013-10-25	BRONZE	01
16411	유	주윤	F	1982-11-03	2013-11-07	BRONZE	01
12790	김	라온	M	1983-03-30	2011-05-30	BRONZE	01
15957	강	라율	F	1985-10-08	2013-09-02	BRONZE	01
16665	유	효연	F	1986-03-27	2012-11-12	BRONZE	03
14377	김	윤기	M	1989-05-08	2013-06-10	BRONZE	02
17306	유	사무엘	M	1990-04-03	2012-11-02	BRONZE	06
14762	이	우형	M	1992-03-31	2011-05-08	BRONZE	03
14894	이	찬욱	M	1992-07-02	2012-03-16	BRONZE	06
13145	김	준범	M	1995-02-07	2012-06-11	BRONZE	04
16092	최	준모	M	1977-05-19	2012-07-05	VIP	01
15774	최	소유	F	1990-05-03	2013-05-08	VIP	07
14792	이	한아	F	1976-05-16	2011-06-25	BRONZE	03
13347	김	준기	M	1982-11-04	2012-03-08	BRONZE	01
13799	김	시호	F	1983-03-31	2011-03-14	BRONZE	01
